IT_NO TRANSACTION_QUANTITY AVG_GOODS_PRICE
5 2581656 0.002842
10 2588856 0.002842
15 2583025 0.002842
20 3172794 0.002842
25 1778267 0.003814
30 1782378 0.003809
35 1704344 0.003983
40 1833317 0.004494
45 1476864 0.004316
50 1458929 0.004323
55 1442974 0.004371
60 1468994 0.004396
65 1465587 0.003965
70 1467911 0.003964
75 1464822 0.003972
80 1456231 0.003995
85 1582849 0.003662
90 1581806 0.003669
95 1568698 0.003699
100 1563712 0.003711
105 1578964 0.003685
110 1580283 0.003687
115 1576685 0.003695
120 1557468 0.003740
125 1596503 0.003653
130 1595992 0.003658
135 1574101 0.003710
140 1544386 0.003781
145 1327466 0.004217
150 1336527 0.004195
155 1330599 0.004213
160 1312017 0.004273
165 1271473 0.004264
170 1280862 0.004240
175 1274422 0.004262
180 1268846 0.004280
185 1288145 0.004105
190 1295080 0.004090
195 1287375 0.004115
200 1268672 0.004175
205 1271696 0.004186
210 1282678 0.004158
215 1282162 0.004159
220 1270837 0.004196
225 1281207 0.004222
230 1289072 0.004204
235 1282182 0.004226
240 1264196 0.004285
245 1262031 0.004324
250 1276843 0.004282
255 1268090 0.004311
260 1260452 0.004337
265 1232436 0.004476
270 1248484 0.004429
275 1238794 0.004463
280 1235149 0.004476
285 1220397 0.004579
290 1236739 0.004527
295 1232416 0.004543
300 1218469 0.004595
305 1229508 0.004595
310 1245547 0.004544
315 1236091 0.004578
320 1214466 0.004659
325 1147061 0.004939
330 1159433 0.004896
335 1152963 0.004923
340 1141260 0.004973
345 1134285 0.005012
350 1148581 0.004962
355 1145782 0.004973
360 1140955 0.004995
365 1122130 0.005082
370 1170017 0.004886
375 1160559 0.004925
380 89014 0.005409
385 885944 0.006094
390 976813 0.005550
395 976993 0.005548
400 291250 0.005616
405 832859 0.006125
410 922358 0.005554
415 922694 0.005552
420 453089 0.005582
425 725054 0.006636
430 798211 0.006053
435 517735 0.006056
440 0 0.006056
445 620813 0.007047
450 728324 0.006033
455 691863 0.006072
460 0 0.006072
465 566990 0.007144
470 675058 0.006031
475 669804 0.006070
480 129148 0.006059
485 277000 0.008260
490 0 0.008260
495 0 0.008260
500 0 0.008260
505 277000 0.009360
510 0 0.009360
515 0 0.009360
520 0 0.009360
525 277000 0.009360
530 0 0.009360
535 0 0.009360
540 0 0.009360
545 277000 0.009360
550 0 0.009360
555 0 0.009360
560 0 0.009360
565 277000 0.009360
570 0 0.009360
575 0 0.009360
580 0 0.009360
585 277000 0.009360
590 0 0.009360
595 0 0.009360
600 0 0.009360
605 277000 0.009360
610 0 0.009360
615 0 0.009360
620 0 0.009360
625 277000 0.009360
630 0 0.009360
635 0 0.009360
640 0 0.009360
645 277000 0.009360
650 0 0.009360
655 0 0.009360
660 0 0.009360
665 277000 0.009360
670 0 0.009360
675 0 0.009360
680 0 0.009360
685 277000 0.009360
690 0 0.009360
695 0 0.009360
700 0 0.009360
705 277000 0.009360
710 0 0.009360
715 0 0.009360
720 0 0.009360
725 277000 0.009360
730 0 0.009360
735 0 0.009360
740 0 0.009360
745 277000 0.009360
750 0 0.009360
755 0 0.009360
760 0 0.009360
765 277000 0.009360
770 0 0.009360
775 0 0.009360
780 0 0.009360
785 277000 0.006465
790 0 0.006465
795 0 0.006465
800 0 0.006465
805 277000 0.006465
810 0 0.006465
815 0 0.006465
820 0 0.006465
825 277000 0.006465
830 0 0.006465
835 0 0.006465
840 0 0.006465
845 277000 0.006465
850 0 0.006465
855 0 0.006465
860 0 0.006465
865 277000 0.006465
870 0 0.006465
875 0 0.006465
880 0 0.006465
885 277000 0.006465
890 0 0.006465
895 0 0.006465
900 0 0.006465
905 277000 0.006465
910 0 0.006465
915 0 0.006465
920 0 0.006465
925 277000 0.006465
930 0 0.006465
935 0 0.006465
940 0 0.006465
945 277000 0.006465
950 0 0.006465
955 0 0.006465
960 0 0.006465
965 277000 0.006465
970 0 0.006465
975 0 0.006465
980 0 0.006465
985 277000 0.006465
990 0 0.006465
995 0 0.006465
1000 0 0.006465
1005 277000 0.006465
1010 0 0.006465
1015 0 0.006465
1020 0 0.006465
1025 277000 0.006465
1030 0 0.006465
1035 0 0.006465
1040 0 0.006465
1045 277000 0.006465
1050 0 0.006465
1055 0 0.006465
1060 0 0.006465
1065 277000 0.006465
1070 0 0.006465
1075 0 0.006465
1080 0 0.006465
1085 277000 0.006465
1090 0 0.006465
1095 0 0.006465
1100 0 0.006465
1105 277000 0.006465
1110 0 0.006465
1115 0 0.006465
1120 0 0.006465
1125 277000 0.006465
1130 0 0.006465
1135 0 0.006465
1140 0 0.006465
1145 277000 0.006465
1150 0 0.006465
1155 0 0.006465
