IT_NO TRANSACTION_QUANTITY AVG_GOODS_PRICE
5 2581656 0.002842
10 2588856 0.002842
15 2583025 0.002842
20 3172794 0.002842
25 1741910 0.003889
30 1745741 0.003884
35 1703183 0.003981
40 1902275 0.004328
45 1489358 0.004335
50 1474570 0.004334
55 1468514 0.004352
60 1488144 0.004395
65 1474941 0.003993
70 1473674 0.004002
75 1467676 0.004018
80 1464130 0.004028
85 1562270 0.003742
90 1565476 0.003739
95 1560448 0.003751
100 1543663 0.003792
105 1562737 0.003716
110 1561424 0.003724
115 1559784 0.003728
120 1546203 0.003760
125 1612764 0.003614
130 1608798 0.003627
135 1606310 0.003633
140 1566473 0.003725
145 1348996 0.004167
150 1363820 0.004128
155 1350770 0.004168
160 1336165 0.004213
165 1299495 0.004207
170 1318653 0.004152
175 1304891 0.004196
180 1291470 0.004239
185 1297531 0.004124
190 1304559 0.004108
195 1303072 0.004113
200 1293362 0.004144
205 1312990 0.004126
210 1327813 0.004089
215 1326312 0.004093
220 1322209 0.004106
225 1331074 0.004122
230 1340095 0.004100
235 1328736 0.004135
240 1316719 0.004173
245 1315055 0.004224
250 1331035 0.004181
255 1322280 0.004209
260 1309369 0.004250
265 1279580 0.004378
270 1289184 0.004353
275 1285666 0.004364
280 1262084 0.004445
285 1262851 0.004477
290 1275071 0.004442
295 1266628 0.004472
300 1260830 0.004492
305 1275419 0.004476
310 1286902 0.004445
315 1267181 0.004513
320 1250243 0.004573
325 1163958 0.004892
330 1173259 0.004863
335 1171072 0.004872
340 1161199 0.004914
345 1148194 0.004958
350 1163141 0.004903
355 1157146 0.004928
360 1158325 0.004924
365 1151660 0.004936
370 1190899 0.004783
375 1178240 0.004833
380 312122 0.005206
385 894330 0.006048
390 977386 0.005556
395 976058 0.005563
400 469226 0.005600
405 849612 0.006074
410 932787 0.005556
415 932411 0.005558
420 602190 0.005600
425 744844 0.006579
430 812044 0.006060
435 356112 0.006053
440 0 0.006053
445 617810 0.007078
450 725292 0.006054
455 569898 0.006067
460 0 0.006067
465 546542 0.007212
470 655343 0.006046
475 651715 0.006073
480 59400 0.006050
485 192000 0.009370
490 0 0.009370
495 0 0.009370
500 0 0.009370
505 192000 0.010941
510 0 0.010941
515 0 0.010941
520 0 0.010941
525 192000 0.010941
530 0 0.010941
535 0 0.010941
540 0 0.010941
545 192000 0.010941
550 0 0.010941
555 0 0.010941
560 0 0.010941
565 192000 0.010941
570 0 0.010941
575 0 0.010941
580 0 0.010941
585 192000 0.010941
590 0 0.010941
595 0 0.010941
600 0 0.010941
605 192000 0.010941
610 0 0.010941
615 0 0.010941
620 0 0.010941
625 192000 0.010941
630 0 0.010941
635 0 0.010941
640 0 0.010941
645 192000 0.010941
650 0 0.010941
655 0 0.010941
660 0 0.010941
665 192000 0.010941
670 0 0.010941
675 0 0.010941
680 0 0.010941
685 192000 0.010941
690 0 0.010941
695 0 0.010941
700 0 0.010941
705 192000 0.010941
710 0 0.010941
715 0 0.010941
720 0 0.010941
725 192000 0.010941
730 0 0.010941
735 0 0.010941
740 0 0.010941
745 192000 0.010941
750 0 0.010941
755 0 0.010941
760 0 0.010941
765 192000 0.010941
770 0 0.010941
775 0 0.010941
780 0 0.010941
785 192000 0.006860
790 0 0.006860
795 0 0.006860
800 0 0.006860
805 192000 0.006860
810 0 0.006860
815 0 0.006860
820 0 0.006860
825 192000 0.006860
830 0 0.006860
835 0 0.006860
840 0 0.006860
845 192000 0.006860
850 0 0.006860
855 0 0.006860
860 0 0.006860
865 192000 0.006860
870 0 0.006860
875 0 0.006860
880 0 0.006860
885 192000 0.006860
890 0 0.006860
895 0 0.006860
900 0 0.006860
905 192000 0.006860
910 0 0.006860
915 0 0.006860
920 0 0.006860
925 192000 0.006860
930 0 0.006860
935 0 0.006860
940 0 0.006860
945 192000 0.006860
950 0 0.006860
955 0 0.006860
960 0 0.006860
965 192000 0.006860
970 0 0.006860
975 0 0.006860
980 0 0.006860
985 192000 0.006860
990 0 0.006860
995 0 0.006860
1000 0 0.006860
1005 192000 0.006860
1010 0 0.006860
1015 0 0.006860
1020 0 0.006860
1025 192000 0.006860
1030 0 0.006860
1035 0 0.006860
1040 0 0.006860
1045 192000 0.006860
1050 0 0.006860
1055 0 0.006860
1060 0 0.006860
1065 192000 0.006860
1070 0 0.006860
1075 0 0.006860
1080 0 0.006860
1085 192000 0.006860
1090 0 0.006860
1095 0 0.006860
1100 0 0.006860
1105 192000 0.006860
1110 0 0.006860
1115 0 0.006860
1120 0 0.006860
1125 192000 0.006860
1130 0 0.006860
1135 0 0.006860
1140 0 0.006860
1145 192000 0.006860
1150 0 0.006860
1155 0 0.006860
