IT_NO ID TOTAL_ASSETS LIQUIDITY LOANS MORTGAGES DEPOSITS CENTRALBANK_DEBT EQUITY
1201 157 49304.259710 0.000000 23609.411294 25694.848415 756766.981991 617375.806836 -1324838.529118
1201 156 50658.618123 0.000000 23874.830980 26783.787143 704252.155864 609712.207269 -1263305.745011
1261 157 49355.659927 0.000000 23777.189964 25578.469962 805092.610945 571939.329038 -1327676.280057
1261 156 50705.063887 0.000000 24042.609650 26662.454237 748835.073352 567967.367295 -1266097.376761
1321 157 49406.332779 0.000000 23944.968635 25461.364144 853128.894878 526564.384703 -1330286.946802
1321 156 50582.972650 0.000000 24042.609650 26540.363000 793755.335862 525508.050260 -1268680.413472
1381 157 49297.116372 0.000000 24112.747305 25184.369067 901548.945016 480419.679168 -1332671.507812
1381 156 50300.960996 0.000000 24042.609650 26258.351346 837892.469175 483460.741613 -1271052.249791
1441 157 49179.288132 0.000000 24112.747305 25066.540828 949375.298867 434798.178204 -1334994.188939
1441 156 50019.673455 0.000000 24042.609650 25977.063805 882403.290848 440831.993202 -1273215.610595
1501 157 49060.723466 0.000000 24112.747305 24947.976161 997587.249680 388394.564933 -1336921.091148
1501 156 49896.779946 0.000000 24042.609650 25854.170296 926693.585252 398370.448820 -1275167.254126
1561 157 48784.512367 0.000000 24112.747305 24671.765063 1045466.033225 341935.852381 -1338617.373239
1561 156 49940.897024 0.000000 24210.388320 25730.508703 971751.315122 355096.939921 -1276907.358019
1621 157 48665.221062 0.000000 24112.747305 24552.473757 1093403.138407 295344.513821 -1340082.431167
1621 156 49582.244517 0.000000 24210.388320 25371.856196 1016204.481174 311809.001426 -1278431.238083
1681 157 48389.803633 0.000000 24112.747305 24277.056328 1141294.845041 248410.887170 -1341315.928578
1681 156 49458.179524 0.000000 24210.388320 25247.791204 1061242.151592 267956.947965 -1279740.920033
1741 157 48269.786107 0.000000 24112.747305 24157.038802 1189181.553000 201404.061717 -1342315.828609
1741 156 49333.339126 0.000000 24210.388320 25122.950805 1105984.284669 224181.171578 -1280832.117122
1801 157 47687.508729 0.000000 24112.747305 23574.761425 1236845.604709 153924.959175 -1343083.055154
1801 156 49207.718475 0.000000 24210.388320 24997.330155 1150946.181457 179966.752598 -1281705.215581
1861 157 47568.323988 0.000000 24112.747305 23455.576683 1284764.919421 106418.319456 -1343614.914889
1861 156 49081.312695 0.000000 24210.388320 24870.924374 1195660.929909 135778.409860 -1282358.027074
1921 157 47375.065475 0.000000 24280.525975 23094.539500 1332658.118564 58626.933241 -1343909.986329
1921 156 48421.160506 0.000000 24210.388320 24210.772185 1240085.533866 91127.110703 -1282791.484064
1981 157 45968.014253 0.000000 24280.525975 21687.488278 1379276.369425 10661.910867 -1343970.266039
1981 156 47298.551181 0.000000 24210.388320 23088.162861 1283830.322599 46475.833111 -1283007.604529
2041 157 82645.342257 37770.248210 24280.525975 20594.568071 1426443.897037 0.000000 -1343798.554780
2041 156 46637.769031 0.000000 24210.388320 22427.380711 1328247.682645 1396.610722 -1283006.524335
2101 157 129303.816524 86049.100735 24280.525975 18974.189814 1472886.579909 0.000000 -1343582.763384
2101 156 89527.194126 43682.623886 24210.388320 21634.181920 1372310.997182 0.000000 -1282783.803056
2161 157 177332.291425 134626.367853 24280.525975 18425.397596 1520706.975519 0.000000 -1343374.684095
2161 156 133562.679122 88902.426954 24210.388320 20449.863847 1416123.680710 0.000000 -1282561.001589
2221 157 225326.055062 182942.286864 24280.525975 18103.242222 1568494.994347 0.000000 -1343168.939286
2221 156 177524.786036 133951.578129 24210.388320 19362.819587 1459870.189989 0.000000 -1282345.403953
2281 157 272779.432389 231527.056612 24280.525975 16971.849801 1615747.109119 0.000000 -1342967.676731
2281 156 221672.478889 179163.878567 24210.388320 18298.212001 1503807.466375 0.000000 -1282134.987486
2341 157 319872.249080 279825.902331 24280.525975 15765.820774 1662644.207723 0.000000 -1342771.958643
2341 156 265305.305492 224230.103035 24210.388320 16864.814136 1547237.444332 0.000000 -1281932.138840
2401 157 366658.576130 328329.027053 24280.525975 14049.023102 1709245.452756 0.000000 -1342586.876626
2401 156 308973.545841 269524.048499 24210.388320 15239.109021 1590712.240242 0.000000 -1281738.694401
2461 157 413314.764542 376684.065680 24280.525975 12350.172887 1755728.175229 0.000000 -1342413.410688
2461 156 352797.534770 314534.080059 24210.388320 14053.066391 1634351.892075 0.000000 -1281554.357305
2521 157 460164.631642 425214.859135 24280.525975 10669.246531 1802412.092757 0.000000 -1342247.461115
2521 156 396373.351064 359800.356789 24210.388320 12362.605955 1677753.064764 0.000000 -1281379.713699
2581 157 508170.061639 473497.204254 24280.525975 10392.331410 1850260.688976 0.000000 -1342090.627337
2581 156 439150.819488 404883.081857 24210.388320 10057.349312 1720367.784000 0.000000 -1281216.964512
2641 157 556125.243137 521952.807466 24280.525975 9891.909695 1898061.235056 0.000000 -1341935.991919
2641 156 483495.071161 450224.548831 24210.388320 9060.134010 1764561.424490 0.000000 -1281066.353329
2701 157 603896.109143 570219.244690 24280.525975 9396.338479 1945680.139995 0.000000 -1341784.030852
2701 156 527477.650690 495323.181794 24210.388320 7944.080576 1808398.815364 0.000000 -1280921.164674
2761 157 651192.431411 618745.406440 24280.525975 8166.498996 1992829.142526 0.000000 -1341636.711115
2761 156 572184.265230 540594.090230 24210.388320 7379.786680 1852965.925457 0.000000 -1280781.660226
2821 157 698848.506699 667034.263634 24280.525975 7533.717090 2040343.125223 0.000000 -1341494.618524
2821 156 616049.304536 585670.303221 24210.388320 6168.612994 1896696.496659 0.000000 -1280647.192123
2881 157 746106.192577 715497.457073 24280.525975 6328.209529 2087465.103041 0.000000 -1341358.910464
2881 156 660476.154823 631004.179969 24210.388320 5261.586533 1940995.825786 0.000000 -1280519.670963
2941 157 794191.484058 763910.310052 24280.525975 6000.648031 2135420.998944 0.000000 -1341229.514885
2941 156 704819.447248 675956.397176 24210.388320 4652.661751 1985216.652042 0.000000 -1280397.204795
3001 157 841041.208687 812514.821425 24280.525975 4245.861287 2182143.967013 0.000000 -1341102.758326
3001 156 749112.771059 721148.955990 24210.388320 3753.426749 2029391.931421 0.000000 -1280279.160362
3061 157 887905.047252 860827.218369 24280.525975 2797.302908 2228891.409177 0.000000 -1340986.361925
3061 156 793004.438657 766201.629232 24210.388320 2592.421105 2073172.926535 0.000000 -1280168.487878
3121 157 935058.796728 909411.155649 24280.525975 1367.115104 2275939.584525 0.000000 -1340880.787797
3121 156 837636.061014 811414.762138 24210.388320 2010.910556 2117698.149385 0.000000 -1280062.088371
3181 157 983321.130878 957682.459110 24280.525975 1358.145793 2324102.322234 0.000000 -1340781.191356
3181 156 881796.382633 856508.528863 24210.388320 1077.465450 2161757.796896 0.000000 -1279961.414262
3241 157 1031767.754794 1006138.108395 24280.525975 1349.120424 2372449.405766 0.000000 -1340681.650972
3241 156 927130.646372 901849.949764 24210.388320 1070.308288 2206994.537519 0.000000 -1279863.891147
3301 157 1079852.751837 1054509.119466 24280.525975 1063.106396 2420435.499693 0.000000 -1340582.747856
3301 156 971763.134795 946844.008879 24210.388320 708.737595 2251530.290828 0.000000 -1279767.156034
3361 157 1128513.838967 1103177.453502 24280.525975 1055.859490 2468998.890435 0.000000 -1340485.051468
3361 156 1016887.039674 991972.745030 24210.388320 703.906324 2296558.977142 0.000000 -1279671.937467
3421 157 1176491.969825 1151512.398989 24280.525975 699.044861 2516880.103435 0.000000 -1340388.133610
3421 156 1061562.780478 1037002.869729 24210.388320 349.522429 2341139.529575 0.000000 -1279576.749097
3481 157 1224673.052398 1200045.449916 24280.525975 347.076507 2564966.493177 0.000000 -1340293.440779
3481 156 1106824.353812 1082266.888988 24210.388320 347.076504 2386308.129438 0.000000 -1279483.775625
3541 157 1272900.475241 1248275.333971 24280.525975 344.615295 2613100.694819 0.000000 -1340200.219578
3541 156 1151612.463440 1127402.075119 24210.388320 0.000000 2431004.003957 0.000000 -1279391.540517
