IT_NO TRANSACTION_QUANTITY AVG_GOODS_PRICE
5 2581656 0.002842
10 2588856 0.002842
15 2583025 0.002842
20 3172794 0.002842
25 1873781 0.003617
30 1848806 0.003669
35 1706159 0.003976
40 1718601 0.004791
45 1476255 0.004369
50 1458474 0.004375
55 1458976 0.004373
60 1476319 0.004421
65 1494715 0.003977
70 1486932 0.004003
75 1488175 0.004000
80 1468589 0.004053
85 1538226 0.003831
90 1538742 0.003835
95 1534796 0.003845
100 1530783 0.003854
105 1547734 0.003774
110 1550134 0.003772
115 1550194 0.003772
120 1521757 0.003843
125 1558591 0.003727
130 1560194 0.003728
135 1545871 0.003762
140 1532415 0.003795
145 1445163 0.003955
150 1449676 0.003947
155 1442304 0.003967
160 1424652 0.004016
165 1414639 0.004014
170 1422733 0.003998
175 1409808 0.004034
180 1405159 0.004047
185 1411572 0.004000
190 1411999 0.004004
195 1400224 0.004038
200 1388800 0.004071
205 1390069 0.004092
210 1394181 0.004086
215 1385146 0.004112
220 1380364 0.004126
225 1385941 0.004134
230 1386260 0.004140
235 1375696 0.004172
240 1370758 0.004187
245 1382955 0.004179
250 1392193 0.004159
255 1378544 0.004199
260 1370125 0.004226
265 1312578 0.004411
270 1323656 0.004382
275 1310792 0.004425
280 1301746 0.004455
285 1300537 0.004471
290 1314130 0.004431
295 1297838 0.004486
300 1284612 0.004533
305 1299815 0.004490
310 1311256 0.004460
315 1294948 0.004515
320 1284141 0.004552
325 1173599 0.004941
330 1188682 0.004889
335 1184282 0.004906
340 1181578 0.004918
345 1166742 0.004952
350 1178673 0.004911
355 1173734 0.004932
360 1172269 0.004939
365 1172921 0.004905
370 1213542 0.004751
375 1193622 0.004829
380 103509 0.005261
385 888772 0.006090
390 976421 0.005566
395 974553 0.005575
400 326254 0.005580
405 831893 0.006131
410 920676 0.005562
415 919270 0.005571
420 494161 0.005584
425 711717 0.006697
430 787355 0.006083
435 193928 0.006078
440 0 0.006078
445 580060 0.007265
450 695329 0.006092
455 417611 0.006078
460 0 0.006078
465 509037 0.007425
470 623981 0.006094
475 559982 0.006082
480 0 0.006082
485 314000 0.008322
490 0 0.008322
495 0 0.008322
500 0 0.008322
505 314000 0.009106
510 0 0.009106
515 0 0.009106
520 0 0.009106
525 314000 0.009106
530 0 0.009106
535 0 0.009106
540 0 0.009106
545 309958 0.009144
550 4042 0.006185
555 0 0.006185
560 0 0.006185
565 314000 0.009106
570 0 0.009106
575 0 0.009106
580 0 0.009106
585 314000 0.009106
590 0 0.009106
595 0 0.009106
600 0 0.009106
605 314000 0.009106
610 0 0.009106
615 0 0.009106
620 0 0.009106
625 314000 0.009106
630 0 0.009106
635 0 0.009106
640 0 0.009106
645 314000 0.009106
650 0 0.009106
655 0 0.009106
660 0 0.009106
665 314000 0.009106
670 0 0.009106
675 0 0.009106
680 0 0.009106
685 314000 0.009106
690 0 0.009106
695 0 0.009106
700 0 0.009106
705 314000 0.009106
710 0 0.009106
715 0 0.009106
720 0 0.009106
725 314000 0.009106
730 0 0.009106
735 0 0.009106
740 0 0.009106
745 314000 0.009106
750 0 0.009106
755 0 0.009106
760 0 0.009106
765 314000 0.009106
770 0 0.009106
775 0 0.009106
780 0 0.009106
785 314000 0.006401
790 0 0.006401
795 0 0.006401
800 0 0.006401
805 314000 0.006401
810 0 0.006401
815 0 0.006401
820 0 0.006401
825 314000 0.006401
830 0 0.006401
835 0 0.006401
840 0 0.006401
845 314000 0.006401
850 0 0.006401
855 0 0.006401
860 0 0.006401
865 314000 0.006401
870 0 0.006401
875 0 0.006401
880 0 0.006401
885 314000 0.006401
890 0 0.006401
895 0 0.006401
900 0 0.006401
905 314000 0.006401
910 0 0.006401
915 0 0.006401
920 0 0.006401
925 314000 0.006401
930 0 0.006401
935 0 0.006401
940 0 0.006401
945 314000 0.006401
950 0 0.006401
955 0 0.006401
960 0 0.006401
965 314000 0.006401
970 0 0.006401
975 0 0.006401
980 0 0.006401
985 314000 0.006401
990 0 0.006401
995 0 0.006401
1000 0 0.006401
1005 314000 0.006401
1010 0 0.006401
1015 0 0.006401
1020 0 0.006401
1025 314000 0.006401
1030 0 0.006401
1035 0 0.006401
1040 0 0.006401
1045 314000 0.006401
1050 0 0.006401
1055 0 0.006401
1060 0 0.006401
1065 314000 0.006401
1070 0 0.006401
1075 0 0.006401
1080 0 0.006401
1085 314000 0.006401
1090 0 0.006401
1095 0 0.006401
1100 0 0.006401
1105 314000 0.006401
1110 0 0.006401
1115 0 0.006401
1120 0 0.006401
1125 314000 0.006401
1130 0 0.006401
1135 0 0.006401
1140 0 0.006401
1145 314000 0.006401
1150 0 0.006401
1155 0 0.006401
