IT_NO ID TOTAL_ASSETS LIQUIDITY LOANS MORTGAGES DEPOSITS CENTRALBANK_DEBT EQUITY
1 157 1183460.000000 0.000000 120100.000000 1063360.000000 55577.050000 1020023.317000 107859.633000
1 156 1110573.333333 0.000000 119933.333333 990640.000000 51583.300000 957784.652667 101205.380667
61 157 1167808.943756 0.000000 121000.750000 1046808.193756 87047.284668 1000519.841611 80241.817477
61 156 1100537.870177 0.000000 120832.833333 979705.036844 79639.721962 946696.321461 74201.826754
121 157 971246.878622 0.000000 68757.222769 902489.655853 104071.533558 978994.528512 -111819.183448
121 156 921271.656093 0.000000 80822.505394 840449.150699 96096.916766 925520.905119 -100346.165792
181 157 825497.535779 0.000000 16498.580866 808998.954913 122605.340851 957000.074670 -254107.879742
181 156 773942.892257 0.000000 21544.996014 752397.896243 113665.666801 905501.235731 -245224.010274
241 157 749552.664485 0.000000 2825.239042 746727.425443 141744.899946 935370.279338 -327562.514799
241 156 703889.512220 0.000000 5203.593405 698685.918815 131645.670932 885408.581734 -313164.740446
301 157 712449.319258 0.000000 1903.745463 710545.573794 160514.587106 914150.767137 -362216.034986
301 156 663501.701604 0.000000 3558.000789 659943.700815 149326.067161 866247.452416 -352071.817973
361 157 658558.348331 0.000000 4419.433758 654138.914573 178320.602057 897029.058133 -416791.311859
361 156 611403.501177 0.000000 5507.935272 605895.565905 166153.938434 850706.863867 -405457.301123
421 157 457295.679295 0.000000 17012.556124 440283.123172 212726.974808 913811.105925 -669242.401438
421 156 428884.782031 0.000000 18122.673638 410762.108394 198400.846826 867727.276133 -637243.340928
481 157 90129.200553 0.000000 22562.990283 67566.210270 242869.878103 917104.437011 -1069845.114561
481 156 91885.991213 0.000000 22606.392771 69279.598442 226785.249340 870765.877413 -1005665.135540
541 157 54324.291768 0.000000 22957.968457 31366.323311 277912.000281 915163.245799 -1138750.954312
541 156 56903.350159 0.000000 23129.946945 33773.403214 259357.187897 869827.693680 -1072281.531418
601 157 51090.946417 0.000000 22957.968457 28132.977959 323270.359045 912989.662365 -1185169.074993
601 156 52485.083070 0.000000 23129.946945 29355.136125 301435.058145 868495.225796 -1117445.200871
661 157 50011.356125 0.000000 22957.968457 27053.387668 370222.888134 910645.048662 -1230856.580671
661 156 50878.151775 0.000000 23129.946945 27748.204830 345212.275739 867049.261103 -1161383.385066
721 157 48961.480916 0.000000 22957.968457 26003.512459 417192.469741 908215.541039 -1276446.529864
721 156 49398.208686 0.000000 23129.946945 26268.261741 388861.984206 865684.442604 -1205148.218123
781 157 48865.953807 0.000000 22957.968457 25907.985350 464271.282210 877495.915694 -1292901.244097
781 156 48739.902831 0.000000 23129.946945 25609.955886 432655.264957 837328.792573 -1221244.154698
841 157 48021.819873 0.000000 22957.968457 25063.851415 512234.326878 833343.387722 -1297555.894727
841 156 48141.441727 0.000000 23129.946945 25011.494782 477379.132042 796216.845730 -1225454.536045
901 157 47344.217701 0.000000 22957.968457 24386.249244 560659.424810 788577.925392 -1301893.132501
901 156 47543.737401 0.000000 23129.946945 24413.790456 522478.379646 754669.978890 -1229604.621135
961 157 45067.682651 0.000000 22957.968457 22109.714194 609437.936521 743319.643572 -1307689.897441
961 156 44858.517361 0.000000 23129.946945 21728.570416 567021.342917 713478.231924 -1235641.057480
1021 157 38372.286042 0.000000 22957.968457 15414.317585 655418.262137 698583.591108 -1315629.567203
1021 156 39591.610868 0.000000 23129.946945 16461.663924 610362.967681 671383.517950 -1242154.874763
1081 157 38304.654733 0.000000 22957.968457 15346.686276 704239.333787 653005.374237 -1318940.053292
1081 156 38950.455466 0.000000 23129.946945 15820.508522 655111.781836 629569.254550 -1245730.580920
1141 157 38236.600728 0.000000 22957.968457 15278.632271 752619.121296 607640.550424 -1322023.070992
1141 156 38624.022659 0.000000 23129.946945 15494.075715 700361.073878 587212.971426 -1248950.022644
1201 157 38168.121386 0.000000 22957.968457 15210.152929 801210.468711 561837.342586 -1324879.689911
1201 156 38722.372897 0.000000 23297.725615 15424.647282 745636.119984 544788.765140 -1251702.512227
1261 157 38434.771389 0.000000 23293.525798 15141.245591 850274.280908 515668.211267 -1327507.720786
1261 156 38652.510536 0.000000 23297.725615 15354.784921 790646.056720 502249.139352 -1254242.685536
1321 157 38373.571535 0.000000 23461.304468 14912.267067 898403.050474 469874.933513 -1329904.412453
1321 156 38582.211535 0.000000 23297.725615 15284.485920 836286.723016 458866.085875 -1256570.597356
1381 157 38304.540309 0.000000 23461.304468 14843.235841 947174.861671 423202.284198 -1332072.605559
1381 156 38511.473166 0.000000 23297.725615 15213.747551 881540.385307 415653.121137 -1258682.033277
1441 157 38235.077638 0.000000 23461.304468 14773.773170 995549.414846 376693.529657 -1334007.866865
1441 156 38203.059284 0.000000 23297.725615 14905.333669 926834.568785 371946.833552 -1260578.343053
1501 157 38332.959495 0.000000 23629.083138 14703.876357 1044020.877237 330023.100797 -1335711.018539
1501 156 38132.558062 0.000000 23297.725615 14834.832447 972391.186730 327998.923746 -1262257.552415
1561 157 38027.647734 0.000000 23629.083138 14398.564596 1092507.078235 282701.687147 -1337181.117648
1561 156 38397.173546 0.000000 23633.282955 14763.890591 1017578.579868 284536.056538 -1263717.462860
1621 157 37969.898147 0.000000 23796.861808 14173.036339 1141080.675459 235305.575040 -1338416.352352
1621 156 38169.895065 0.000000 23633.282955 14536.612110 1062711.660194 240417.805245 -1264959.570373
1681 157 37900.591475 0.000000 23796.861808 14103.729667 1189525.856801 187789.795192 -1339415.060518
1681 156 38111.476228 0.000000 23801.061626 14310.414603 1107965.794176 196127.862816 -1265982.180763
1741 157 37844.268973 0.000000 23964.640479 13879.628494 1237966.240078 140054.651846 -1340176.622952
1741 156 38040.732559 0.000000 23801.061626 14239.670933 1153356.937099 151467.921464 -1266784.126005
1801 157 37774.866401 0.000000 23964.640479 13810.225922 1286550.644562 91924.502970 -1340700.281131
1801 156 37830.149022 0.000000 23968.840296 13861.308726 1198308.618160 106885.387722 -1267363.856860
1861 157 37705.030063 0.000000 23964.640479 13740.389584 1335198.462407 43490.289988 -1340983.722332
1861 156 37760.074238 0.000000 23968.840296 13791.233942 1243626.894874 61854.946831 -1267721.767468
1921 157 42737.484559 4934.948641 24132.419149 13670.116769 1383762.913504 0.000000 -1341025.428946
1921 156 37537.534098 0.000000 23968.840296 13568.693802 1288731.822631 16660.993661 -1267855.282193
1981 157 91253.508234 53824.163657 24132.419149 13296.925429 1432103.635826 0.000000 -1340850.127591
1981 156 65524.263455 28825.818851 23968.840296 12729.604308 1333289.931748 0.000000 -1267765.668293
2041 157 139699.975409 102473.314848 24300.197819 12926.462742 1480377.445892 0.000000 -1340677.470484
2041 156 109864.387288 74298.208141 23968.840296 11597.338851 1377462.975523 0.000000 -1267598.588235
2101 157 188202.746732 151343.793244 24300.197819 12558.755669 1528709.554807 0.000000 -1340506.808075
2101 156 154930.968923 119887.691411 23968.840296 11074.437216 1422367.817502 0.000000 -1267436.848579
2161 157 236784.669482 200141.793443 24300.197819 12342.678219 1577122.483131 0.000000 -1340337.813649
2161 156 200115.375472 165354.632862 23968.840296 10791.902314 1467394.060975 0.000000 -1267278.685504
2221 157 285029.614768 248971.719181 24300.197819 11757.697768 1625200.401327 0.000000 -1340170.786559
2221 156 245230.392684 210984.668790 23968.840296 10276.883599 1512352.702065 0.000000 -1267122.309381
2281 157 332691.327567 297740.744051 24300.197819 10650.385697 1672699.044848 0.000000 -1340007.717281
2281 156 290154.728644 256480.585569 23968.840296 9705.302778 1557125.083256 0.000000 -1266970.354612
2341 157 380319.730451 346599.449891 24300.197819 9420.082741 1720172.210856 0.000000 -1339852.480404
2341 156 334811.507242 302081.841395 23968.840296 8760.825551 1601631.780644 0.000000 -1266820.273402
2401 157 428366.206139 395353.881066 24300.197819 8712.127255 1768068.685285 0.000000 -1339702.479145
2401 156 379751.273630 347592.351870 23968.840296 8190.081464 1646427.823776 0.000000 -1266676.550146
2461 157 476019.153288 444141.935918 24300.197819 7577.019551 1815580.605458 0.000000 -1339561.452170
2461 156 424942.446998 393264.258683 23968.840296 7709.348018 1691478.380940 0.000000 -1266535.933942
2521 157 523928.956517 492970.929609 24300.197819 6657.829089 1863354.691715 0.000000 -1339425.735198
2521 156 469254.708364 438700.206642 23968.840296 6585.661426 1735655.289942 0.000000 -1266400.581578
2581 157 572134.293298 541870.806519 24300.197819 5963.288960 1911429.115499 0.000000 -1339294.822201
2581 156 514120.673358 484260.291398 23968.840296 5891.541663 1780391.610929 0.000000 -1266270.937571
2641 157 620520.833058 590719.114962 24300.197819 5501.520277 1959687.706106 0.000000 -1339166.873049
2641 156 559289.325157 529676.924605 23968.840296 5643.560255 1825434.004587 0.000000 -1266144.679430
2701 157 669437.956500 639668.950881 24300.197819 5468.807800 2008479.319305 0.000000 -1339041.362805
2701 156 604035.197796 575187.050352 23968.840296 4879.307148 1870056.426020 0.000000 -1266021.228224
2761 157 717261.641147 688404.178992 24300.197819 4557.264336 2056179.539931 0.000000 -1338917.898784
2761 156 648364.041510 620716.763890 23968.840296 3678.437324 1914266.732263 0.000000 -1265902.690752
2821 157 765893.168385 737354.663786 24300.197819 4238.306779 2104691.458525 0.000000 -1338798.290140
2821 156 693559.917222 666226.240762 23968.840296 3364.836165 1959349.734590 0.000000 -1265789.817368
2881 157 814574.738926 786062.378522 24300.197819 4212.162585 2153255.413907 0.000000 -1338680.674981
2881 156 738020.383095 711783.467676 23968.840296 2268.075123 2003702.585841 0.000000 -1265682.202746
2941 157 862852.527428 834941.448193 24300.197819 3610.881416 2201417.558534 0.000000 -1338565.031106
2941 156 783299.631444 757364.359671 23968.840296 1966.431477 2048878.378266 0.000000 -1265578.746822
3001 157 910452.592941 883707.118214 24300.197819 2445.276909 2248906.326225 0.000000 -1338453.733283
3001 156 828215.042591 802863.631300 23968.840296 1382.570996 2093693.413063 0.000000 -1265478.370472
3061 157 958201.127386 932606.757773 24300.197819 1294.171794 2296551.428471 0.000000 -1338350.301085
3061 156 873482.683334 848423.953406 23968.840296 1089.889632 2138863.719869 0.000000 -1265381.036535
3121 157 1006696.584740 981392.598754 24300.197819 1003.788167 2344948.262838 0.000000 -1338251.678098
3121 156 918954.726850 893903.054075 23968.840296 1082.832479 2184239.068424 0.000000 -1265284.341574
3181 157 1055255.259229 1030237.907260 24300.197819 717.154150 2393410.712492 0.000000 -1338155.453263
3181 156 964562.278751 939517.707235 23968.840296 1075.731220 2229749.969471 0.000000 -1265187.690720
3241 157 1104067.818419 1079055.230211 24300.197819 712.390389 2442127.663727 0.000000 -1338059.845308
3241 156 1009290.361422 984965.325933 23968.840296 356.195192 2274382.192706 0.000000 -1265091.831284
3301 157 1152901.384292 1127893.589619 24300.197819 707.596853 2490865.651418 0.000000 -1337964.267126
3301 156 1054909.566912 1030586.928191 23968.840296 353.798425 2319909.288825 0.000000 -1264999.721913
3361 157 1201661.039749 1176658.068571 24300.197819 702.773359 2539529.758653 0.000000 -1337868.718904
3361 156 1100407.617862 1076087.390889 23968.840296 351.386678 2365315.245384 0.000000 -1264907.627522
3421 157 1250585.577052 1225587.459516 24300.197819 697.919717 2588358.777881 0.000000 -1337773.200829
3421 156 1145935.761762 1121617.961610 23968.840296 348.959857 2410751.309966 0.000000 -1264815.548204
3481 157 1299395.788124 1274402.554565 24300.197819 693.035740 2637073.501213 0.000000 -1337677.713088
3481 156 1191383.166375 1167067.808211 23968.840296 346.517868 2456106.650429 0.000000 -1264723.484054
3541 157 1347928.501742 1323284.243302 24300.197819 344.060621 2685510.757615 0.000000 -1337582.255873
3541 156 1236614.921436 1212646.081140 23968.840296 -0.000000 2501246.356602 0.000000 -1264631.435166
